backend,seed,step,loss_pde,loss_bc,eta_pinn,eta_fem,eta_abs_error,wall_time_sec
mlp,0,1000,0.026711327955126762,3.189363269484602e-05,0.9837500884788212,0.9296054451244969,0.05414464335432423,20.65743589401245
pixel,0,1000,0.0009734840714372694,8.674911100570171e-07,0.9945788743157439,0.9296054451244969,0.06497342919124693,35.936442136764526
pig,0,1000,0.0019796337001025677,3.1251947802957147e-06,1.0087672967272183,0.9296054451244969,0.07916185160272138,436.1692101955414
